site,twc,06H,06V,10H,10V,19H,19V,37H,37V
wilkins,1.8,249.950020963916,270.35372146446605,254.13636309345225,271.72589345888855,257.7138796999109,272.1725995986293,260.0347132478129,272.2901135259208
wilkins,2.2,249.70463335364045,272.12342296907156,253.6553146675217,272.80119473718696,257.58490532875567,272.94752925936183,259.7475516063758,272.5723778032071
wilkins,2.6,248.58355630668788,272.9249709515915,252.8502366024794,273.5068752661655,257.2364978961321,273.48901478028654,259.42512287114175,272.81120383215415
wilkins,3.0,247.28762163477901,273.6642785950491,251.8743403284201,274.0513064647291,256.7563637956568,273.88454471138164,259.0789279900187,273.01398952488546
wilkins,3.4000000000000004,245.68548201794334,274.00130177438086,250.65771347196983,274.4435414614237,256.17513261963944,274.1626882002263,258.7070387565402,273.18192166916174
wilkins,3.8000000000000003,244.02578292353456,274.28798707369015,249.50715226289958,274.73860927366474,255.5111801309203,274.3395941365598,258.30971401797206,273.314918471905
wilkins,4.2,242.27448486527146,274.42246826057226,248.22347644788437,274.8517996237852,254.77632463085365,274.42538284512165,257.8875115523227,273.413226827363
wilkins,4.6,240.39269325394264,274.28784227842516,246.8556579490907,274.8279150684688,253.97900958495262,274.4277501523794,257.44130401156565,273.4774471924747
wilkins,5.0,238.5456994063725,274.17025721815463,245.42679057630775,274.6921374724136,253.131989654091,274.3572733197031,256.97219960916607,273.50845738537595
wilkins,6.666666666666667,230.8183312688626,272.8771784840295,239.21408460455714,273.308995102635,249.6205150751769,273.83159534326006,254.80030079707595,273.30593191512213
wilkins,8.333333333333334,223.41586482186437,271.0439697874368,233.3644958119226,271.48026402491445,245.31059159168817,272.0881110403066,252.35469038309435,272.64178433710134
wilkins,10.0,214.26411280368995,269.7347558180995,227.31896869825295,268.7485714947628,240.87175189479152,269.8379748863288,249.9006922264521,271.78558740501813
wilkins,11.666666666666668,207.62921165393445,267.22595872186673,221.6044512526851,265.7748552614062,236.4574724774126,267.2777529055886,247.1302708461533,270.4328109212502
wilkins,13.333333333333334,201.3643691594127,264.6062132144378,212.39954112772884,264.1746256384,232.14983975914726,264.5352497718864,244.30393510945785,268.86162093650364
wilkins,15.0,195.83875547170268,261.8503328274666,207.00625483351422,261.6708397661714,227.98833312875985,261.6931041119173,241.4660167567092,267.12993725621413
wilkins,16.666666666666668,190.47295998837805,259.54678212208125,202.19101590865975,258.6168251009376,224.03651413636368,258.8549342510897,238.6465105925389,265.2816936444492
wilkins,18.333333333333336,185.67552301602254,256.5392140595176,197.64180356463035,255.77364154381596,216.0452396906004,258.1122126126639,235.864645540944,263.34986731730777
wilkins,20.0,181.26628875386052,253.6856466741789,192.95804281875112,253.23322763964944,212.14698235904987,255.4242279629238,233.04333773326826,261.26863249553685
